Overall Rank,Name,Position,Team,Bye,Position Rank,Tier
58,Kenneth Walker III,RB,SEA,8,15,7
59,Tua Tagovailoa,QB,MIA,12,22,7
60,Chuba Hubbard,RB,CAR,14,16,7
61,Bryce Young,QB,CAR,14,23,7
62,DK Metcalf,WR,PIT,5,20,7
63,James Conner,RB,ARI,8,17,7
64,Alvin Kamara,RB,NO,11,18,7
65,Michael Penix Jr.,QB,ATL,5,24,7
66,Omarion Hampton,RB,LAC,12,19,7
67,Jameson Williams,WR,DET,8,21,7
68,Courtland Sutton,WR,DEN,12,22,7
69,DJ Moore,WR,CHI,5,23,7
70,Joe Mixon,RB,HOU,6,20,7
71,Zay Flowers,WR,BAL,7,24,7
72,Geno Smith,QB,LV,8,25,7
73,Xavier Worthy,WR,KC,10,25,7
74,David Montgomery,RB,DET,8,21,7
75,Rashee Rice,WR,KC,10,26,7
76,DeVonta Smith,WR,PHI,9,27,8
77,Sam LaPorta,TE,DET,8,4,8
78,D'Andre Swift,RB,CHI,5,22,8
79,Calvin Ridley,WR,TEN,10,28,8
80,TreVeyon Henderson,RB,NE,14,23,8
81,Sam Darnold,QB,SEA,8,26,8
82,RJ Harvey,RB,DEN,12,24,8
83,George Pickens,WR,DAL,10,29,8
84,Kaleb Johnson,RB,PIT,5,25,8
85,Aaron Jones Sr.,RB,MIN,6,26,8
86,Tetairoa McMillan,WR,CAR,14,30,8
87,Cameron Ward,QB,TEN,10,27,8
88,Tony Pollard,RB,TEN,10,27,8
89,Jaylen Waddle,WR,MIA,12,31,8
90,Isiah Pacheco,RB,KC,10,28,8
91,Mark Andrews,TE,BAL,7,5,8
92,Brian Robinson Jr.,RB,WAS,12,29,8
93,Travis Hunter,WR,JAC,8,32,8
94,Jordan Addison,WR,MIN,6,33,8
95,T.J. Hockenson,TE,MIN,6,6,8
96,Chris Olave,WR,NO,11,34,8
97,Aaron Rodgers,QB,PIT,5,28,8
98,Rome Odunze,WR,CHI,5,35,9
99,Jerry Jeudy,WR,CLE,9,36,9
100,Chris Godwin,WR,TB,9,37,9
101,Travis Kelce,TE,KC,10,7,9
102,Tyrone Tracy Jr.,RB,NYG,14,30,9
103,Jauan Jennings,WR,SF,14,38,9
104,Jayden Reed,WR,GB,5,39,9
105,Travis Etienne Jr.,RB,JAC,8,31,9
106,Quinshon Judkins,RB,CLE,9,32,9
107,Tucker Kraft,TE,GB,5,8,9
108,Najee Harris,RB,LAC,12,33,9
109,David Njoku,TE,CLE,9,9,9
110,Deebo Samuel Sr.,WR,WAS,12,40,9
111,Jordan Mason,RB,MIN,6,34,9
112,Jaylen Warren,RB,PIT,5,35,9
113,Evan Engram,TE,DEN,12,10,9
114,Jakobi Meyers,WR,LV,8,41,9
115,Ricky Pearsall,WR,SF,14,42,9
116,Javonte Williams,RB,DAL,10,36,9
117,Rhamondre Stevenson,RB,NE,14,37,9
118,Khalil Shakir,WR,BUF,7,43,9
119,Cam Skattebo,RB,NYG,14,38,9
120,Zach Charbonnet,RB,SEA,8,39,9
121,Stefon Diggs,WR,NE,14,44,9
122,Josh Downs,WR,IND,11,45,9
123,Dalton Kincaid,TE,BUF,7,11,9
124,Tank Bigsby,RB,JAC,8,40,10
125,Brandon Aiyuk,WR,SF,14,46,10
126,Russell Wilson,QB,NYG,14,29,10
127,Tyler Warren,TE,IND,11,12,10
128,Darnell Mooney,WR,ATL,5,47,10
129,Dallas Goedert,TE,PHI,9,13,10
130,Tyjae Spears,RB,TEN,10,41,10
131,Cooper Kupp,WR,SEA,8,48,10
132,Keon Coleman,WR,BUF,7,49,10
133,Michael Pittman Jr.,WR,IND,11,50,10
134,Rachaad White,RB,TB,9,42,10
135,J.K. Dobbins,RB,DEN,12,43,10
136,Anthony Richardson Sr.,QB,IND,11,30,10
137,Ray Davis,RB,BUF,7,44,10
138,Matthew Golden,WR,GB,5,51,10
139,Trey Benson,RB,ARI,8,45,10
140,Emeka Egbuka,WR,TB,9,52,10
141,Jonnu Smith,TE,PIT,5,14,10
142,Kyle Pitts,TE,ATL,5,15,10
143,Rashid Shaheed,WR,NO,11,53,10
144,Isaac Guerendo,RB,SF,14,46,10
145,Daniel Jones,QB,IND,11,31,10
146,Tyler Allgeier,RB,ATL,5,47,10
147,Colston Loveland,TE,CHI,5,16,10
148,Rashod Bateman,WR,BAL,7,54,10
149,Austin Ekeler,RB,WAS,12,48,10
150,Isaiah Likely,TE,BAL,7,17,10
151,Jaylen Wright,RB,MIA,12,49,10
152,Christian Kirk,WR,HOU,6,55,10
153,Jake Ferguson,TE,DAL,10,18,10
154,Rico Dowdle,RB,CAR,14,50,10
155,Marvin Mims Jr.,WR,DEN,12,56,10
156,Bhayshul Tuten,RB,JAC,8,51,10
157,Luther Burden III,WR,CHI,5,57,11
158,Hunter Henry,TE,NE,14,19,11
159,Nick Chubb,RB,HOU,6,52,11
160,Braelon Allen,RB,NYJ,9,53,11
161,Jerome Ford,RB,CLE,9,54,11
162,Tre Harris,WR,LAC,12,58,11
163,Cedric Tillman,WR,CLE,9,59,11
164,Romeo Doubs,WR,GB,5,60,11
165,Jaydon Blue,RB,DAL,10,55,11
166,Marquise Brown,WR,KC,10,61,11
167,Jayden Higgins,WR,HOU,6,62,11
168,Roschon Johnson,RB,CHI,5,56,11
169,Jalen McMillan,WR,TB,9,63,11
170,Zach Ertz,TE,WAS,12,20,11
171,Quentin Johnston,WR,LAC,12,64,11
172,MarShawn Lloyd,RB,GB,5,57,11
173,Blake Corum,RB,LAR,8,58,11
174,Kyle Williams,WR,NE,14,65,11
175,Adam Thielen,WR,CAR,14,66,11
176,DeAndre Hopkins,WR,BAL,7,67,11
177,Dylan Sampson,RB,CLE,9,59,11
178,Xavier Legette,WR,CAR,14,68,11
179,Alec Pierce,WR,IND,11,69,11
180,Joshua Palmer,WR,BUF,7,70,11
181,Pat Freiermuth,TE,PIT,5,21,11
182,Kareem Hunt,RB,KC,10,60,11
183,Mike Gesicki,TE,CIN,10,22,11
184,Cade Otton,TE,TB,9,23,11
185,Wan'Dale Robinson,WR,NYG,14,71,11
186,DeMario Douglas,WR,NE,14,72,11
187,Brenton Strange,TE,JAC,8,24,11
188,Jalen Coker,WR,CAR,14,73,11
189,DJ Giddens,RB,IND,11,61,12
190,Kendre Miller,RB,NO,11,62,12
191,Jack Bech,WR,LV,8,74,12
192,Joe Flacco,QB,CLE,9,32,12
193,Michael Wilson,WR,ARI,8,75,12
194,Adonai Mitchell,WR,IND,11,76,12
195,Tyler Shough,QB,NO,11,33,12
196,Devin Neal,RB,NO,11,63,12
197,Dontayvion Wicks,WR,GB,5,77,12
198,Darius Slayton,WR,NYG,14,78,12
199,Justice Hill,RB,BAL,7,64,12
200,Chig Okonkwo,TE,TEN,10,25,12
201,Andrei Iosivas,WR,CIN,10,79,12
202,Dalton Schultz,TE,HOU,6,26,12
203,Mason Taylor,TE,NYJ,9,27,12
204,Jaylin Noel,WR,HOU,6,80,12
205,Keaton Mitchell,RB,BAL,7,65,12
206,Kyle Monangai,RB,CHI,5,66,12
207,Will Shipley,RB,PHI,9,67,12
208,Miles Sanders,RB,DAL,10,68,12
209,Calvin Austin III,WR,PIT,5,81,12
210,Audric Estime,RB,DEN,12,69,12
211,Elijah Arroyo,TE,SEA,8,28,12
212,Jaleel McLaughlin,RB,DEN,12,70,12
213,Elijah Mitchell,RB,KC,10,71,12
214,Juwan Johnson,TE,NO,11,29,12
215,Cole Kmet,TE,CHI,5,30,12
216,Ja'Tavion Sanders,TE,CAR,14,31,12
217,Elic Ayomanor,WR,TEN,10,82,12
218,Devaughn Vele,WR,DEN,12,83,12
219,Raheem Mostert,RB,LV,8,72,12
220,Jarquez Hunter,RB,LAR,8,73,12
221,Pat Bryant,WR,DEN,12,84,12
222,Jalen Tolbert,WR,DAL,10,85,12
223,Jaxson Dart,QB,NYG,14,34,12
224,Keenan Allen,WR,FA,0,86,12
225,Devin Singletary,RB,NYG,14,74,12
226,Tyler Lockett,WR,TEN,10,87,12
227,Nick Westbrook-Ikhine,WR,MIA,12,88,12
228,Diontae Johnson,WR,CLE,9,89,12
229,Ollie Gordon II,RB,MIA,12,75,12
230,Trevor Etienne,RB,CAR,14,76,12
231,Brandin Cooks,WR,NO,11,90,12
232,Tahj Brooks,RB,CIN,10,77,12
233,Kayshon Boutte,WR,NE,14,91,12
234,Elijah Moore,WR,BUF,7,92,12
235,Antonio Gibson,RB,NE,14,78,12
236,Jalen Royals,WR,KC,10,93,12
237,Roman Wilson,WR,PIT,5,94,12
238,Kenneth Gainwell,RB,PIT,5,79,12
239,Brashard Smith,RB,KC,10,80,12
240,Dyami Brown,WR,JAC,8,95,13
241,Noah Gray,TE,KC,10,32,13
242,Sean Tucker,RB,TB,9,81,13
243,Taysom Hill,TE,NO,11,33,13
244,Khalil Herbert,RB,IND,11,82,13
245,Malik Washington,WR,MIA,12,96,13
246,Amari Cooper,WR,FA,0,97,13
247,Harold Fannin Jr.,TE,CLE,9,34,13
248,Ty Johnson,RB,BUF,7,83,13
249,Isaiah Davis,RB,NYJ,9,84,13
250,Jordan James,RB,SF,14,85,13
251,Alexander Mattison,RB,MIA,12,86,13
252,Tim Patrick,WR,DET,8,98,13
253,Zack Moss,RB,CIN,10,87,13
254,Woody Marks,RB,HOU,6,88,13
255,Tre Tucker,WR,LV,8,99,13
256,Noah Fant,TE,FA,0,35,13
257,Jalen Nailor,WR,MIN,6,100,13
258,Parker Washington,WR,JAC,8,101,13
259,Terrance Ferguson,TE,LAR,8,36,13
260,Xavier Restrepo,WR,TEN,10,102,13
261,Damien Martinez,RB,SEA,8,89,13
262,Christian Watson,WR,GB,5,103,13
263,Theo Johnson,TE,NYG,14,37,13
264,Sincere McCormick,RB,LV,8,90,13
265,Darren Waller,TE,MIA,12,38,13
266,Dameon Pierce,RB,HOU,6,91,13
267,Kimani Vidal,RB,LAC,12,92,13
268,Shedeur Sanders,QB,CLE,9,35,13
269,Luke McCaffrey,WR,WAS,12,104,13
270,Oronde Gadsden II,TE,LAC,12,39,13
271,Tory Horton,WR,SEA,8,105,13
272,Gabe Davis,WR,FA,0,106,13
273,Emanuel Wilson,RB,GB,5,93,13
274,Isaac TeSlaa,WR,DET,8,107,13
275,Jermaine Burton,WR,CIN,10,108,13
276,Ty Chandler,RB,MIN,6,94,13
277,Phil Mafah,RB,DAL,10,95,13
278,Chris Brooks,RB,GB,5,96,13
279,Tez Johnson,WR,TB,9,109,13
280,Jacory Croskey-Merritt,RB,WAS,12,97,14
281,Raheim Sanders,RB,LAC,12,98,14
282,Chris Rodriguez Jr.,RB,WAS,12,99,14
283,Ben Sinnott,TE,WAS,12,40,14
284,Dont'e Thornton Jr.,WR,LV,8,110,14
285,Will Dissly,TE,LAC,12,41,14
286,Tyler Higbee,TE,LAR,8,42,14
287,Tutu Atwell,WR,LAR,8,111,14
288,Tyler Conklin,TE,LAC,12,43,14
289,Zamir White,RB,LV,8,100,14
290,Gus Edwards,RB,FA,0,101,14
291,Tai Felton,WR,MIN,6,112,14
292,Jordan Whittington,WR,LAR,8,113,14
293,Cam Akers,RB,NO,11,102,14
294,Ray-Ray McCloud III,WR,ATL,5,114,14
295,Demarcus Robinson,WR,SF,14,115,14
296,Marquez Valdes-Scantling,WR,SEA,8,116,14
297,John Metchie III,WR,HOU,6,117,14
298,Troy Franklin,WR,DEN,12,118,14
299,A.J. Dillon,RB,PHI,9,103,14
300,Dawson Knox,TE,BUF,7,44,14
301,Savion Williams,WR,GB,5,119,14
302,Josh Reynolds,WR,NYJ,9,120,14
303,Donovan Edwards,RB,NYJ,9,104,14
304,Samaje Perine,RB,CIN,10,105,14
305,KaVontae Turpin,WR,DAL,10,121,14
306,Noah Brown,WR,WAS,12,122,14
307,Chimere Dike,WR,TEN,10,123,14
308,Michael Mayer,TE,LV,8,45,14
309,Luke Musgrave,TE,GB,5,46,14
310,Allen Lazard,WR,NYJ,9,124,14
311,Tank Dell,WR,HOU,6,125,14
312,Mack Hollins,WR,NE,14,126,14
313,Isaiah Bond,WR,FA,0,127,14
314,Curtis Samuel,WR,BUF,7,128,14
315,Jalen Milroe,QB,SEA,8,36,14
316,Trey Sermon,RB,PIT,5,106,14
317,Spencer Rattler,QB,NO,11,37,14
318,Kenny Pickett,QB,CLE,9,38,15
319,AJ Barner,TE,SEA,8,47,15
320,Greg Dortch,WR,ARI,8,129,15
321,Jameis Winston,QB,NYG,14,39,15
322,Austin Hooper,TE,NE,14,48,15
323,Gunnar Helm,TE,TEN,10,49,15
324,LeQuint Allen Jr.,RB,JAC,8,107,15
325,Robert Woods,WR,PIT,5,130,15
326,Kalel Mullings,RB,TEN,10,108,15
327,Ameer Abdullah,RB,FA,0,109,15
328,Jaylin Lane,WR,WAS,12,131,15
329,Foster Moreau,TE,NO,11,50,15
330,Jahan Dotson,WR,PHI,9,132,15
331,Tommy Tremble,TE,CAR,14,51,15
332,Antwane Wells Jr.,WR,NYG,14,133,15
333,Ja'Quinden Jackson,RB,JAC,8,110,15
334,Van Jefferson,WR,TEN,10,134,15
335,Luke Schoonmaker,TE,DAL,10,52,15
336,Dillon Gabriel,QB,CLE,9,40,15
337,Kirk Cousins,QB,ATL,5,41,15
338,Jonathon Brooks,RB,CAR,14,111,15
339,Olamide Zaccheaus,WR,CHI,5,135,15
340,Jalin Hyatt,WR,NYG,14,136,15
341,Emari Demercado,RB,ARI,8,112,15
342,Theo Wease Jr.,WR,MIA,12,137,15
343,Josh Oliver,TE,MIN,6,53,15
344,Arian Smith,WR,NYJ,9,138,15
345,Javon Baker,WR,NE,14,139,15
346,Kendrick Bourne,WR,NE,14,140,15
347,Hunter Luepke,RB,DAL,10,113,15
348,D'Ernest Johnson,RB,FA,0,114,15
349,Aidan O'Connell,QB,LV,8,42,15
350,Ja'Lynn Polk,WR,NE,14,141,15
351,Jacob Cowing,WR,SF,14,142,15
352,Jeremy McNichols,RB,WAS,12,115,15
353,Will Howard,QB,PIT,5,43,15
354,Zach Wilson,QB,MIA,12,44,15
355,Cade Stover,TE,HOU,6,54,15
356,Quinn Ewers,QB,MIA,12,45,15
357,Joe Milton III,QB,DAL,10,46,15
358,Grant Calcaterra,TE,PHI,9,55,15
359,Craig Reynolds,RB,DET,8,116,15
360,Cordarrelle Patterson,RB,PIT,5,117,15
361,Kyle Juszczyk,RB,SF,14,118,15
362,Hunter Renfrow,WR,CAR,14,143,15
363,Tyler Goodson,RB,IND,11,119,15
364,Michael Gallup,WR,WAS,12,144,15
365,Clyde Edwards-Helaire,RB,NO,11,120,15
366,Kenny McIntosh,RB,SEA,8,121,15
367,KeAndre Lambert-Smith,WR,LAC,12,145,15
368,Chris Tyree,RB,NO,11,122,15
369,Stone Smartt,TE,NYJ,9,56,15
370,Devontez Walker,WR,BAL,7,146,15
371,Malachi Corley,WR,NYJ,9,147,15
372,Jonathan Mingo,WR,DAL,10,148,15
373,Greg Dulcich,TE,NYG,14,57,15
374,Darnell Washington,TE,PIT,5,58,15
375,Kalif Raymond,WR,DET,8,149,15
376,Tyler Badie,RB,DEN,12,123,15
377,Josh Whyle,TE,TEN,10,59,15
378,Alec Ingold,RB,MIA,12,124,15
379,Tavon Austin,WR,FA,0,150,15
380,Mitchell Evans,TE,CAR,14,60,15
381,Ezekiel Elliott,RB,FA,0,125,15
382,Bub Means,WR,NO,11,151,15
383,Jake Bobo,WR,SEA,8,152,15
384,Julian Hill,TE,MIA,12,61,15
385,Zay Jones,WR,ARI,8,153,15
386,Brock Lampe,RB,NE,14,126,16
387,Jeremy Ruckert,TE,NYJ,9,62,16
388,Julius Chestnut,RB,TEN,10,127,16
389,Marcus Yarns,RB,NO,11,128,16
390,Efton Chism III,WR,NE,14,154,16
391,Jordan Watkins,WR,SF,14,155,16
392,Deuce Vaughn,RB,DAL,10,129,16
393,C.J. Ham,RB,MIN,6,130,16
394,Jawhar Jordan,RB,HOU,6,131,16
395,JuJu Smith-Schuster,WR,KC,10,156,16
396,Treylon Burks,WR,TEN,10,157,16
397,Tyler Johnson,WR,NYJ,9,158,16
398,Brevin Jordan,TE,HOU,6,63,16
399,DJ Chark Jr.,WR,ATL,5,159,16
400,K.J. Osborn,WR,WAS,12,160,16
401,Luke Lachey,TE,HOU,6,64,16
402,Daniel Bellinger,TE,NYG,14,65,16
403,Tanner Hudson,TE,CIN,10,66,16
404,Elijah Higgins,TE,ARI,8,67,16
405,Rasheen Ali,RB,BAL,7,132,16
406,DeAndre Carter,WR,CLE,9,161,16
407,KhaDarel Hodge,WR,ATL,5,162,16
408,Michael Woods II,WR,CLE,9,163,16
409,Rondale Moore,WR,MIN,6,164,16
410,John Bates,TE,WAS,12,68,16
411,Kylen Granson,TE,PHI,9,69,16
412,Patrick Ricard,RB,BAL,7,133,16
413,Derius Davis,WR,LAC,12,165,16
414,Carson Steele,RB,KC,10,134,16
415,Jalen Reagor,WR,LAC,12,166,16
416,Michael Burton,RB,DEN,12,135,16
417,Jimmy Horn Jr.,WR,CAR,14,167,16
418,Troy Hairston II,RB,CLE,9,136,16
419,Jamari Thrash,WR,CLE,9,168,16
420,Frank Gore Jr.,RB,BUF,7,137,16
421,Carlos Washington Jr.,RB,ATL,5,138,16
422,Pierre Strong Jr.,RB,CLE,9,139,16
423,Hunter Long,TE,JAC,8,70,16
424,Israel Abanikanda,RB,GB,5,140,16
425,Trenton Irwin,WR,JAC,8,169,16
426,Colby Parkinson,TE,LAR,8,71,16
427,Mecole Hardman Jr.,WR,GB,5,170,16
428,Harrison Bryant,TE,PHI,9,72,16
429,Adam Trautman,TE,DEN,12,73,16
430,Jelani Woods,TE,IND,11,74,16
431,Kaden Prather,WR,BUF,7,171,16
432,Pharaoh Brown,TE,MIA,12,75,16
433,Hassan Haskins,RB,LAC,12,141,16
434,Ronnie Bell,WR,DET,8,172,16
435,David Moore,WR,CAR,14,173,16
436,Michael Carter,RB,ARI,8,142,16
437,Lan Larison,RB,NE,14,143,16
438,Jared Wiley,TE,KC,10,76,16
439,Nick Nash,WR,ATL,5,174,16
440,Kye Robichaux,RB,DET,8,144,16
441,Corey Kiner,RB,SF,14,145,16
442,Brennan Eagles,WR,FA,0,175,16
443,Gerald Everett,TE,FA,0,77,16
444,Durham Smythe,TE,CHI,5,78,16
445,Brock Wright,TE,DET,8,79,16
446,Travis Homer,RB,CHI,5,146,16
447,Amar Johnson,RB,GB,5,147,16
448,Payne Durham,TE,TB,9,80,16
449,Velus Jones Jr.,WR,NO,11,176,16
450,Luke Farrell,TE,SF,14,81,16
451,Tylan Wallace,WR,BAL,7,177,16
452,Erick All Jr.,TE,CIN,10,82,16
453,Ainias Smith,WR,PHI,9,178,16
454,Dare Ogunbowale,RB,HOU,6,148,16
455,Tim Jones,WR,MIN,6,179,16
456,Patrick Taylor Jr.,RB,SF,14,149,16
457,Eric Saubert,TE,SEA,8,83,16
458,Tre Stewart,RB,MIN,6,150,16
459,Justin Watson,WR,HOU,6,180,16
460,Konata Mumpfield,WR,LAR,8,181,16
461,Brevyn Spann-Ford,TE,DAL,10,84,16
462,Sione Vaki,RB,DET,8,151,16
463,Simi Fehoko,WR,ARI,8,182,16
464,Ian Thomas,TE,LV,8,85,16
465,Jase McClellan,RB,FA,0,152,16
466,Jermar Jefferson,RB,TEN,10,153,16
467,Teagan Quitoriano,TE,ATL,5,86,16
468,Drew Ogletree,TE,IND,11,87,16
469,Lil'Jordan Humphrey,WR,NYG,14,183,16
470,Dante Pettis,WR,NO,11,184,16
471,David Bell,WR,CLE,9,185,16
