Overall Rank,Name,Position,Team,Bye,Position Rank,Tier
64,George Pickens,WR,DAL,10,29,6
65,Aaron Jones Sr.,RB,MIN,6,26,6
66,Tetairoa McMillan,WR,CAR,14,30,7
67,Baker Mayfield,QB,TB,9,7,7
68,Tony Pollard,RB,TEN,10,27,7
69,Isiah Pacheco,RB,KC,10,28,7
70,Mark Andrews,TE,BAL,7,5,7
71,Jaylen Waddle,WR,MIA,12,31,7
72,Brian Robinson Jr.,RB,WAS,12,29,7
73,Travis Hunter,WR,JAC,8,32,7
74,Bo Nix,QB,DEN,12,8,7
75,T.J. Hockenson,TE,MIN,6,6,7
76,Jordan Addison,WR,MIN,6,33,7
77,Kyler Murray,QB,ARI,8,9,7
78,Chris Olave,WR,NO,11,34,7
79,Rome Odunze,WR,CHI,5,35,7
80,Jerry Jeudy,WR,CLE,9,36,7
81,Chris Godwin,WR,TB,9,37,7
82,Travis Kelce,TE,KC,10,7,7
83,Tyrone Tracy Jr.,RB,NYG,14,30,7
84,Jayden Reed,WR,GB,5,38,7
85,Jauan Jennings,WR,SF,14,39,7
86,Travis Etienne Jr.,RB,JAC,8,31,8
87,Justin Fields,QB,NYJ,9,10,8
88,Quinshon Judkins,RB,CLE,9,32,8
89,Tucker Kraft,TE,GB,5,8,8
90,Brock Purdy,QB,SF,14,11,8
91,Najee Harris,RB,LAC,12,33,8
92,David Njoku,TE,CLE,9,9,8
93,Deebo Samuel Sr.,WR,WAS,12,40,8
94,Dak Prescott,QB,DAL,10,12,8
95,Caleb Williams,QB,CHI,5,13,8
96,Justin Herbert,QB,LAC,12,14,8
97,Jordan Mason,RB,MIN,6,34,8
98,Jaylen Warren,RB,PIT,5,35,8
99,Evan Engram,TE,DEN,12,10,8
100,Jakobi Meyers,WR,LV,8,41,8
101,Jared Goff,QB,DET,8,15,8
102,Ricky Pearsall,WR,SF,14,42,8
103,Javonte Williams,RB,DAL,10,36,8
104,Rhamondre Stevenson,RB,NE,14,37,8
105,Khalil Shakir,WR,BUF,7,43,8
106,Drake Maye,QB,NE,14,16,8
107,Jordan Love,QB,GB,5,17,8
108,Cam Skattebo,RB,NYG,14,38,8
109,Zach Charbonnet,RB,SEA,8,39,8
110,Stefon Diggs,WR,NE,14,44,8
111,Josh Downs,WR,IND,11,45,8
112,Dalton Kincaid,TE,BUF,7,11,8
113,Tank Bigsby,RB,JAC,8,40,9
114,Trevor Lawrence,QB,JAC,8,18,9
115,Brandon Aiyuk,WR,SF,14,46,9
116,Tyler Warren,TE,IND,11,12,9
117,Darnell Mooney,WR,ATL,5,47,9
118,C.J. Stroud,QB,HOU,6,19,9
119,Dallas Goedert,TE,PHI,9,13,9
120,Tyjae Spears,RB,TEN,10,41,9
121,Cooper Kupp,WR,SEA,8,48,9
122,Keon Coleman,WR,BUF,7,49,9
123,Michael Pittman Jr.,WR,IND,11,50,9
124,Rachaad White,RB,TB,9,42,9
125,J.K. Dobbins,RB,DEN,12,43,9
126,Ray Davis,RB,BUF,7,44,9
127,J.J. McCarthy,QB,MIN,6,20,9
128,Trey Benson,RB,ARI,8,45,9
129,Matthew Golden,WR,GB,5,51,9
130,Emeka Egbuka,WR,TB,9,52,9
131,Kyle Pitts,TE,ATL,5,14,9
132,Rashid Shaheed,WR,NO,11,53,9
133,Matthew Stafford,QB,LAR,8,21,9
134,Jonnu Smith,TE,PIT,5,15,9
135,Isaac Guerendo,RB,SF,14,46,9
136,Tua Tagovailoa,QB,MIA,12,22,9
137,Tyler Allgeier,RB,ATL,5,47,9
138,Rashod Bateman,WR,BAL,7,54,9
139,Colston Loveland,TE,CHI,5,16,9
140,Austin Ekeler,RB,WAS,12,48,9
141,Jaylen Wright,RB,MIA,12,49,9
142,Isaiah Likely,TE,BAL,7,17,9
143,Christian Kirk,WR,HOU,6,55,9
144,Jake Ferguson,TE,DAL,10,18,9
145,Rico Dowdle,RB,CAR,14,50,9
146,Bryce Young,QB,CAR,14,23,9
147,Marvin Mims Jr.,WR,DEN,12,56,10
148,Bhayshul Tuten,RB,JAC,8,51,10
149,Luther Burden III,WR,CHI,5,57,10
150,Hunter Henry,TE,NE,14,19,10
151,Michael Penix Jr.,QB,ATL,5,24,10
152,Nick Chubb,RB,HOU,6,52,10
153,Braelon Allen,RB,NYJ,9,53,10
154,Jerome Ford,RB,CLE,9,54,10
155,Tre Harris,WR,LAC,12,58,10
156,Cedric Tillman,WR,CLE,9,59,10
157,Romeo Doubs,WR,GB,5,60,10
158,Jaydon Blue,RB,DAL,10,55,10
159,Marquise Brown,WR,KC,10,61,10
160,Quentin Johnston,WR,LAC,12,62,10
161,Jalen McMillan,WR,TB,9,63,10
162,Roschon Johnson,RB,CHI,5,56,10
163,Jayden Higgins,WR,HOU,6,64,10
164,Zach Ertz,TE,WAS,12,20,10
165,MarShawn Lloyd,RB,GB,5,57,10
166,Geno Smith,QB,LV,8,25,10
168,Blake Corum,RB,LAR,8,58,10
169,Kyle Williams,WR,NE,14,65,10
170,Adam Thielen,WR,CAR,14,66,10
171,DeAndre Hopkins,WR,BAL,7,67,10
173,Dylan Sampson,RB,CLE,9,59,10
176,Xavier Legette,WR,CAR,14,68,10
177,Sam Darnold,QB,SEA,8,26,10
178,Alec Pierce,WR,IND,11,69,11
180,Joshua Palmer,WR,BUF,7,70,11
181,Kareem Hunt,RB,KC,10,60,11
182,Pat Freiermuth,TE,PIT,5,21,11
183,Mike Gesicki,TE,CIN,10,22,11
185,Cade Otton,TE,TB,9,23,11
186,Wan'Dale Robinson,WR,NYG,14,71,11
189,DeMario Douglas,WR,NE,14,72,11
190,Brandon Aubrey,K,DAL,10,1,11
191,Brenton Strange,TE,JAC,8,24,11
192,Jake Bates,K,DET,8,2,11
193,Cameron Ward,QB,TEN,10,27,11
195,Jalen Coker,WR,CAR,14,73,11
196,Cameron Dicker,K,LAC,12,3,11
197,Kendre Miller,RB,NO,11,61,11
200,DJ Giddens,RB,IND,11,62,11
201,Jack Bech,WR,LV,8,74,11
202,Wil Lutz,K,DEN,12,4,11
203,Michael Wilson,WR,ARI,8,75,11
204,Aaron Rodgers,QB,PIT,5,28,11
206,Chase McLaughlin,K,TB,9,5,11
207,Adonai Mitchell,WR,IND,11,76,11
208,Chris Boswell,K,PIT,5,6,11
210,Ka'imi Fairbairn,K,HOU,6,7,11
211,Devin Neal,RB,NO,11,63,11
212,Dontayvion Wicks,WR,GB,5,77,11
213,Evan McPherson,K,CIN,10,8,11
214,Darius Slayton,WR,NYG,14,78,11
215,Justice Hill,RB,BAL,7,64,11
216,Harrison Butker,K,KC,10,9,11
217,Chig Okonkwo,TE,TEN,10,25,11
219,Andrei Iosivas,WR,CIN,10,79,11
220,Dalton Schultz,TE,HOU,6,26,11
221,Tyler Bass,K,BUF,7,10,11
222,Mason Taylor,TE,NYJ,9,27,11
223,Jaylin Noel,WR,HOU,6,80,11
224,Will Shipley,RB,PHI,9,65,11
225,Miles Sanders,RB,DAL,10,66,12
226,Keaton Mitchell,RB,BAL,7,67,12
227,Kyle Monangai,RB,CHI,5,68,12
228,Audric Estime,RB,DEN,12,69,12
229,Calvin Austin III,WR,PIT,5,81,12
231,Jake Elliott,K,PHI,9,11,12
232,Jaleel McLaughlin,RB,DEN,12,70,12
233,Elijah Arroyo,TE,SEA,8,28,12
234,Jason Sanders,K,MIA,12,12,12
235,Elijah Mitchell,RB,KC,10,71,12
236,Cole Kmet,TE,CHI,5,29,12
237,Juwan Johnson,TE,NO,11,30,12
238,Keenan Allen,WR,FA,0,82,12
239,Raheem Mostert,RB,LV,8,72,12
240,Anthony Richardson Sr.,QB,IND,11,29,12
241,Elic Ayomanor,WR,TEN,10,83,12
242,Jarquez Hunter,RB,LAR,8,73,12
243,Devaughn Vele,WR,DEN,12,84,12
244,Ja'Tavion Sanders,TE,CAR,14,31,12
245,Pat Bryant,WR,DEN,12,85,12
246,Younghoe Koo,K,ATL,5,13,12
247,Jalen Tolbert,WR,DAL,10,86,12
248,Tyler Lockett,WR,TEN,10,87,12
249,Devin Singletary,RB,NYG,14,74,12
250,Diontae Johnson,WR,CLE,9,88,12
251,Nick Westbrook-Ikhine,WR,MIA,12,89,12
252,Ollie Gordon II,RB,MIA,12,75,12
253,Russell Wilson,QB,NYG,14,30,12
255,Joshua Karty,K,LAR,8,14,12
256,Trevor Etienne,RB,CAR,14,76,12
258,Kayshon Boutte,WR,NE,14,90,12
259,Brandin Cooks,WR,NO,11,91,12
260,Tahj Brooks,RB,CIN,10,77,12
261,Antonio Gibson,RB,NE,14,78,12
262,Elijah Moore,WR,BUF,7,92,12
263,Brashard Smith,RB,KC,10,79,12
264,Jalen Royals,WR,KC,10,93,12
265,Daniel Jones,QB,IND,11,31,12
266,Kenneth Gainwell,RB,PIT,5,80,12
267,Roman Wilson,WR,PIT,5,94,12
268,Matt Gay,K,WAS,12,15,12
269,Dyami Brown,WR,JAC,8,95,12
270,Taysom Hill,TE,NO,11,32,12
271,Sean Tucker,RB,TB,9,81,12
272,Noah Gray,TE,KC,10,33,12
273,Amari Cooper,WR,FA,0,96,12
275,Khalil Herbert,RB,IND,11,82,12
276,Malik Washington,WR,MIA,12,97,12
277,Harold Fannin Jr.,TE,CLE,9,34,12
278,Ty Johnson,RB,BUF,7,83,13
279,Isaiah Davis,RB,NYJ,9,84,13
280,Jordan James,RB,SF,14,85,13
281,Tim Patrick,WR,DET,8,98,13
282,Alexander Mattison,RB,MIA,12,86,13
283,Zack Moss,RB,CIN,10,87,13
284,Woody Marks,RB,HOU,6,88,13
285,Tre Tucker,WR,LV,8,99,13
286,Tyler Shough,QB,NO,11,32,13
287,Noah Fant,TE,FA,0,35,13
288,Joe Flacco,QB,CLE,9,33,13
290,Jalen Nailor,WR,MIN,6,100,13
291,Parker Washington,WR,JAC,8,101,13
292,Darren Waller,TE,MIA,12,36,13
293,Xavier Restrepo,WR,TEN,10,102,13
294,Daniel Carlson,K,LV,8,16,13
295,Terrance Ferguson,TE,LAR,8,37,13
296,Damien Martinez,RB,SEA,8,89,13
297,Christian Watson,WR,GB,5,103,13
298,Sincere McCormick,RB,LV,8,90,13
299,Theo Johnson,TE,NYG,14,38,13
300,Dameon Pierce,RB,HOU,6,91,13
301,Kimani Vidal,RB,LAC,12,92,13
302,Jaxson Dart,QB,NYG,14,34,13
303,Luke McCaffrey,WR,WAS,12,104,13
304,Tory Horton,WR,SEA,8,105,13
305,Oronde Gadsden II,TE,LAC,12,39,13
306,Gabe Davis,WR,FA,0,106,13
307,Jermaine Burton,WR,CIN,10,107,13
308,Isaac TeSlaa,WR,DET,8,108,13
309,Ty Chandler,RB,MIN,6,93,13
310,Emanuel Wilson,RB,GB,5,94,13
311,Phil Mafah,RB,DAL,10,95,13
312,Chris Brooks,RB,GB,5,96,13
314,Tez Johnson,WR,TB,9,109,13
315,Jason Myers,K,SEA,8,17,13
316,Jacory Croskey-Merritt,RB,WAS,12,97,13
317,Tyler Loop,K,BAL,7,18,13
318,Raheim Sanders,RB,LAC,12,98,13
319,Chris Rodriguez Jr.,RB,WAS,12,99,13
320,Dont'e Thornton Jr.,WR,LV,8,110,13
321,Shedeur Sanders,QB,CLE,9,35,13
322,Ben Sinnott,TE,WAS,12,40,13
323,Tyler Higbee,TE,LAR,8,41,13
324,Will Reichard,K,MIN,6,19,13
325,Will Dissly,TE,LAC,12,42,13
327,Tutu Atwell,WR,LAR,8,111,14
328,Tyler Conklin,TE,LAC,12,43,14
329,Zamir White,RB,LV,8,100,14
330,Gus Edwards,RB,FA,0,101,14
331,Tai Felton,WR,MIN,6,112,14
333,Jordan Whittington,WR,LAR,8,113,14
334,Cam Akers,RB,NO,11,102,14
335,Ray-Ray McCloud III,WR,ATL,5,114,14
336,Demarcus Robinson,WR,SF,14,115,14
337,Marquez Valdes-Scantling,WR,SEA,8,116,14
338,John Metchie III,WR,HOU,6,117,14
339,Jalen Milroe,QB,SEA,8,36,14
340,Troy Franklin,WR,DEN,12,118,14
341,A.J. Dillon,RB,PHI,9,103,14
342,Justin Tucker,K,FA,0,20,14
343,Dawson Knox,TE,BUF,7,44,14
344,Savion Williams,WR,GB,5,119,14
345,Jake Moody,K,SF,14,21,14
346,Josh Reynolds,WR,NYJ,9,120,14
348,Samaje Perine,RB,CIN,10,104,14
349,KaVontae Turpin,WR,DAL,10,121,14
350,Donovan Edwards,RB,NYJ,9,105,14
351,Kirk Cousins,QB,ATL,5,37,14
352,Brandon McManus,K,GB,5,22,14
353,Noah Brown,WR,WAS,12,122,14
354,Chimere Dike,WR,TEN,10,123,14
355,Luke Musgrave,TE,GB,5,45,14
356,Michael Mayer,TE,LV,8,46,14
357,Tank Dell,WR,HOU,6,124,14
358,Allen Lazard,WR,NYJ,9,125,14
359,Mack Hollins,WR,NE,14,126,14
360,Jameis Winston,QB,NYG,14,38,14
361,Spencer Rattler,QB,NO,11,39,14
362,Cam Little,K,JAC,8,23,14
363,Isaiah Bond,WR,FA,0,127,14
365,Eddy Pineiro,K,FA,0,24,14
366,Curtis Samuel,WR,BUF,7,128,14
368,Kenny Pickett,QB,CLE,9,40,14
369,AJ Barner,TE,SEA,8,47,14
370,Trey Sermon,RB,PIT,5,106,14
371,Austin Hooper,TE,NE,14,48,14
372,Greg Dortch,WR,ARI,8,129,14
373,Gunnar Helm,TE,TEN,10,49,14
374,Matt Prater,K,FA,0,25,14
375,LeQuint Allen Jr.,RB,JAC,8,107,15
376,Kalel Mullings,RB,TEN,10,108,15
377,Robert Woods,WR,PIT,5,130,15
378,Foster Moreau,TE,NO,11,50,15
379,Jahan Dotson,WR,PHI,9,131,15
380,Jaylin Lane,WR,WAS,12,132,15
381,Mason Rudolph,QB,PIT,5,41,15
383,Ameer Abdullah,RB,FA,0,109,15
384,Tommy Tremble,TE,CAR,14,51,15
385,Cairo Santos,K,CHI,5,26,15
386,Dillon Gabriel,QB,CLE,9,42,15
387,Antwane Wells Jr.,WR,NYG,14,133,15
388,Jonathon Brooks,RB,CAR,14,110,15
389,Van Jefferson,WR,TEN,10,134,15
390,Luke Schoonmaker,TE,DAL,10,52,15
391,Blake Grupe,K,NO,11,27,15
392,Jalin Hyatt,WR,NYG,14,135,15
393,Ja'Quinden Jackson,RB,JAC,8,111,15
394,Olamide Zaccheaus,WR,CHI,5,136,15
395,Kendrick Bourne,WR,NE,14,137,15
397,Chad Ryland,K,ARI,8,28,15
398,Graham Gano,K,NYG,14,29,15
399,Arian Smith,WR,NYJ,9,138,15
400,Josh Oliver,TE,MIN,6,53,15
401,Ja'Lynn Polk,WR,NE,14,139,15
402,Emari Demercado,RB,ARI,8,112,15
403,Theo Wease Jr.,WR,MIA,12,140,15
404,Jeremy McNichols,RB,WAS,12,113,15
405,Hunter Luepke,RB,DAL,10,114,15
406,Cade Stover,TE,HOU,6,54,15
407,Jacob Cowing,WR,SF,14,141,15
409,Grant Calcaterra,TE,PHI,9,55,15
410,D'Ernest Johnson,RB,FA,0,115,15
411,Nick Folk,K,FA,0,30,15
412,Craig Reynolds,RB,DET,8,116,15
414,Will Howard,QB,PIT,5,43,15
415,Joe Milton III,QB,DAL,10,44,15
416,Cordarrelle Patterson,RB,PIT,5,117,15
417,Malachi Corley,WR,NYJ,9,142,15
418,Javon Baker,WR,NE,14,143,15
419,Kyle Juszczyk,RB,SF,14,118,15
420,Stone Smartt,TE,NYJ,9,56,15
421,Aidan O'Connell,QB,LV,8,45,15
422,Michael Gallup,WR,WAS,12,144,15
423,Clyde Edwards-Helaire,RB,NO,11,119,15
424,KeAndre Lambert-Smith,WR,LAC,12,145,15
425,Hunter Renfrow,WR,CAR,14,146,15
426,Zach Wilson,QB,MIA,12,46,15
427,Jonathan Mingo,WR,DAL,10,147,15
428,Chris Tyree,RB,NO,11,120,15
429,Devontez Walker,WR,BAL,7,148,15
430,Mitchell Evans,TE,CAR,14,57,15
431,Josh Whyle,TE,TEN,10,58,15
432,Kalif Raymond,WR,DET,8,149,15
433,Darnell Washington,TE,PIT,5,59,15
434,Jeremy Ruckert,TE,NYJ,9,60,15
435,Greg Dulcich,TE,NYG,14,61,15
436,Kenny McIntosh,RB,SEA,8,121,15
437,Tyler Badie,RB,DEN,12,122,15
438,Alec Ingold,RB,MIA,12,123,15
439,Kaden Prather,WR,BUF,7,150,15
440,Jordan Watkins,WR,SF,14,151,15
441,Jake Bobo,WR,SEA,8,152,15
442,Bub Means,WR,NO,11,153,15
443,Tyler Goodson,RB,IND,11,124,15
444,Zay Jones,WR,ARI,8,154,15
445,Ezekiel Elliott,RB,FA,0,125,15
446,Marcus Mariota,QB,WAS,12,47,15
447,Julian Hill,TE,MIA,12,62,16
448,Marcus Yarns,RB,NO,11,126,16
449,Efton Chism III,WR,NE,14,155,16
450,Brevin Jordan,TE,HOU,6,63,16
451,Julius Chestnut,RB,TEN,10,127,16
452,Malik Willis,QB,GB,5,48,16
453,Deuce Vaughn,RB,DAL,10,128,16
454,C.J. Ham,RB,MIN,6,129,16
455,Treylon Burks,WR,TEN,10,156,16
456,Elijah Higgins,TE,ARI,8,64,16
457,Sam Howell,QB,MIN,6,49,16
458,JuJu Smith-Schuster,WR,KC,10,157,16
459,Michael Carter,RB,ARI,8,130,16
460,Kylen Granson,TE,PHI,9,65,16
461,Tanner Hudson,TE,CIN,10,66,16
462,Luke Lachey,TE,HOU,6,67,16
463,Daniel Bellinger,TE,NYG,14,68,16
464,Rasheen Ali,RB,BAL,7,131,16
465,Colby Parkinson,TE,LAR,8,69,16
466,KhaDarel Hodge,WR,ATL,5,158,16
467,Rondale Moore,WR,MIN,6,159,16
468,Derius Davis,WR,LAC,12,160,16
469,John Bates,TE,WAS,12,70,16
470,Carson Steele,RB,KC,10,132,16
471,Jimmy Horn Jr.,WR,CAR,14,161,16
472,Adam Trautman,TE,DEN,12,71,16
473,Tyrod Taylor,QB,NYJ,9,50,16
474,Mecole Hardman Jr.,WR,GB,5,162,16
475,Harrison Bryant,TE,PHI,9,72,16
476,Jelani Woods,TE,IND,11,73,16
477,Taylor Heinicke,QB,LAC,12,51,16
478,Hassan Haskins,RB,LAC,12,133,16
479,Mac Jones,QB,SF,14,52,16
480,Lan Larison,RB,NE,14,134,16
481,Brennan Eagles,WR,FA,0,163,16
482,Kyle Trask,QB,TB,9,53,16
